Type,Recipient,Message,Email,PhoneNumberType,Recipient,Message,Email,PhoneNumber
0,Recipient1,Message1,email1@contoto.com,1234567890
1,Recipient2,Message2,email2@contoto.com,1234567890
0,Recipient3,Message3,email3@contoto.com,1234567890
1,Recipient4,Message4,email4@contoto.com,1234567890
0,Recipient5,Message5,email5@contoto.com,1234567890
1,Recipient6,Message6,email6@contoto.com,1234567890
0,Recipient7,Message7,email7@contoto.com,1234567890
1,Recipient8,Message8,email8@contoto.com,1234567890
0,Recipient9,Message9,email9@contoto.com,1234567890
1,Recipient10,Message10,email10@contoto.com,1234567890
0,Recipient11,Message11,email11@contoto.com,1234567890
1,Recipient12,Message12,email12@contoto.com,1234567890
0,Recipient13,Message13,email13@contoto.com,1234567890
1,Recipient14,Message14,email14@contoto.com,1234567890
0,Recipient15,Message15,email15@contoto.com,1234567890
1,Recipient16,Message16,email16@contoto.com,1234567890
0,Recipient17,Message17,email17@contoto.com,1234567890
1,Recipient18,Message18,email18@contoto.com,1234567890
0,Recipient19,Message19,email19@contoto.com,1234567890
2,Recipient20,Message20,email20@contoto.com,1234567890
2,Recipient21,Message21,email21@contoto.com,1234567890
1,Recipient22,Message22,email22@contoto.com,1234567890
2,Recipient23,Message23,email23@contoto.com,1234567890
2,Recipient24,Message24,email24@contoto.com,1234567890
2,Recipient25,Message25,email25@contoto.com,1234567890
0,Recipient26,Message26,email26@contoto.com,1234567890
2,Recipient27,Message27,email27@contoto.com,1234567890
0,Recipient28,Message28,email28@contoto.com,1234567890
2,Recipient29,Message29,email29@contoto.com,1234567890
0,Recipient30,Message30,email30@contoto.com,1234567890
2,Recipient31,Message31,email31@contoto.com,1234567890
1,Recipient32,Message32,email32@contoto.com,1234567890
2,Recipient33,Message33,email33@contoto.com,1234567890
1,Recipient34,Message34,email34@contoto.com,1234567890
2,Recipient35,Message35,email35@contoto.com,1234567890
1,Recipient36,Message36,email36@contoto.com,1234567890
2,Recipient37,Message37,email37@contoto.com,1234567890
1,Recipient38,Message38,email38@contoto.com,1234567890
2,Recipient39,Message39,email39@contoto.com,1234567890
1,Recipient40,Message40,email40@contoto.com,1234567890
2,Recipient41,Message41,email41@contoto.com,1234567890
1,Recipient42,Message42,email42@contoto.com,1234567890
2,Recipient43,Message43,email43@contoto.com,1234567890
1,Recipient44,Message44,email44@contoto.com,1234567890
2,Recipient45,Message45,email45@contoto.com,1234567890
1,Recipient46,Message46,email46@contoto.com,1234567890
2,Recipient47,Message47,email47@contoto.com,1234567890

